ID,City A,City B,Distance,Time of Day,Weather,Traffic,Road Quality,Driver Experience,deliver_time
7309,Roman,Brasov,233,1313,Clear,464.2928141660158,435,15,259
7310,Barlad,Arad,682,1023,Rain,910.9172916480893,254,5,684
7311,Vaslui,Tulcea,242,1144,Snow,596.7253424064752,827,38,255
7312,Suceava,Galati,318,483,Fog,698.2994040129288,308,40,338
7313,Tulcea,Timisoara,849,630,Clear,545.8583671206916,842,9,803
7314,Oradea,Iasi,567,222,Rain,955.5940178774028,650,35,553
7315,Bacau,Timisoara,588,715,Fog,453.04344659549776,199,33,583
7316,Iasi,Brasov,320,709,Rain,461.7692713110544,654,10,333
7317,Oradea,Targu Mures,255,1344,Rain,695.0828079245704,661,34,277
7318,Botosani,Alba Iulia,432,1156,Rain,631.284589032321,14,3,458
7319,Suceava,Alba Iulia,389,786,Fog,678.0946090891424,413,16,414
7320,Pitesti,Roman,472,160,Rain,844.3036028430305,778,20,476
7321,Roman,Resita,587,1045,Clear,630.1581709938353,174,1,592
7322,Resita,Hunedoara,136,765,Rain,695.2822169389149,847,28,160
7323,Targoviste,Constanta,336,379,Snow,285.9236203735527,219,21,349
7324,Braila,Brasov,297,686,Snow,410.0566116310157,181,4,326
7325,Slatina,Tulcea,494,815,Fog,872.6092336833651,410,10,520
7326,Pitesti,Ploiesti,128,1426,Fog,851.3043131110884,627,1,190
7327,Bucuresti,Iasi,409,536,Fog,436.0398036094805,420,40,407
7328,Satu Mare,Bacau,472,1328,Fog,258.4238548584493,920,10,473
7329,Roman,Slatina,533,853,Clear,50.32673086739059,925,34,493
7330,Sibiu,Brasov,144,1211,Fog,633.2039625653091,27,6,212
7331,Craiova,Iasi,642,1386,Fog,37.17521389031464,749,12,625
7332,Braila,Hunedoara,563,889,Clear,315.46415192974007,733,35,531
7333,Targoviste,Braila,233,1019,Fog,908.4116771427077,348,38,277
7334,Drobeta-Turnu Severin,Botosani,812,114,Snow,139.95451123367232,860,34,749
7335,Drobeta-Turnu Severin,Botosani,812,702,Rain,575.986302357225,294,1,789
7336,Tulcea,Iasi,307,932,Snow,130.5763073772036,212,32,317
7337,Deva,Sibiu,122,866,Rain,181.3969499700938,182,3,161
7338,Oradea,Barlad,581,873,Rain,94.2614657588352,812,14,553
7339,Baia Mare,Sibiu,306,118,Fog,350.1053948045031,490,22,318
7340,Slatina,Pitesti,70,302,Clear,2.887972400242411,825,22,80
7341,Pitesti,Arad,456,927,Rain,778.353677622023,863,13,461
7342,Galati,Satu Mare,675,854,Clear,501.90970447874474,949,1,648
7343,Suceava,Vaslui,188,1293,Snow,546.2132495336006,43,23,230
7344,Craiova,Iasi,642,377,Snow,122.80933353889678,16,21,624
7345,Roman,Braila,240,1377,Rain,525.9923367913369,917,30,256
7346,Targu Mures,Oradea,255,557,Fog,637.4869292491817,314,13,295
7347,Sibiu,Tulcea,580,1413,Rain,321.1056428040614,776,40,552
7348,Resita,Brasov,420,1351,Fog,620.2757815466089,742,2,450
7349,Deva,Bacau,457,52,Fog,902.8685464351175,796,28,465
7350,Brasov,Vaslui,295,1082,Clear,644.520705787194,202,26,314
7351,Ploiesti,Targu Mures,283,424,Clear,521.7555908766791,421,30,289
7352,Craiova,Constanta,461,892,Snow,740.0193521008849,814,34,463
7353,Suceava,Oradea,454,91,Snow,479.47549938476897,94,4,470
7354,Focsani,Buzau,86,322,Clear,991.729319764943,311,1,146
7355,Bacau,Slatina,489,1076,Rain,478.45893235207313,74,3,504
7356,Timisoara,Buzau,602,484,Fog,31.258296498501092,135,13,590
7357,Buzau,Targu Mures,367,629,Rain,396.2157062621675,694,31,363
7358,Slatina,Resita,322,930,Rain,925.0107424835012,435,9,355
7359,Hunedoara,Vaslui,521,854,Clear,740.9190373270353,481,37,508
7360,Braila,Arad,738,1307,Clear,349.128389502272,879,15,696
7361,Iasi,Oradea,567,691,Rain,437.2516243252519,502,15,557
7362,Suceava,Bacau,147,501,Clear,716.9199499564397,861,15,171
7363,Deva,Targu Mures,206,176,Rain,532.2727018583882,162,3,242
7364,Botosani,Slatina,648,1237,Clear,665.4828475052369,10,6,649
7365,Sibiu,Botosani,410,232,Snow,586.2314096569118,793,5,418
7366,Targoviste,Ploiesti,47,214,Snow,255.34774368567014,888,23,71
7367,Satu Mare,Botosani,395,174,Rain,423.32285673071544,387,30,393
7368,Vaslui,Ploiesti,316,187,Rain,983.8940609859889,598,4,344
7369,Suceava,Cluj-Napoca,300,503,Clear,802.2686665513648,23,23,324
7370,Drobeta-Turnu Severin,Tulcea,657,104,Snow,704.4418174607521,669,26,636
7371,Suceava,Baia Mare,293,572,Clear,86.81630181636557,571,28,284
7372,Constanta,Hunedoara,622,683,Clear,447.57336245267754,310,40,594
7373,Resita,Targu Mures,353,864,Rain,71.3140849243602,236,1,362
7374,Baia Mare,Bucuresti,581,309,Rain,149.52238773678016,693,5,558
7375,Sibiu,Drobeta-Turnu Severin,319,671,Clear,890.987048814497,4,23,352
7376,Bucuresti,Botosani,470,1055,Snow,198.2626302828966,882,31,448
7377,Botosani,Buzau,351,707,Snow,854.0989639778898,577,33,366
7378,Timisoara,Baia Mare,372,1246,Rain,212.83688776701604,817,18,372
7379,Ploiesti,Resita,514,707,Rain,157.867488524548,637,16,500
7380,Pitesti,Slatina,70,687,Rain,818.8312669207854,348,9,124
7381,Timisoara,Buzau,602,404,Rain,107.29202585869434,825,28,563
7382,Focsani,Timisoara,587,834,Fog,458.51537047998914,203,2,600
7383,Satu Mare,Buzau,637,355,Fog,528.5969885922237,937,38,609
7384,Botosani,Braila,355,1378,Snow,974.6217525564475,145,29,388
7385,Constanta,Hunedoara,622,789,Fog,833.5879416125078,433,18,630
7386,Barlad,Deva,510,1130,Rain,731.1543220154977,973,32,500
7387,Focsani,Galati,86,42,Snow,336.4726760577923,573,29,111
7388,Arad,Resita,159,1164,Clear,433.64320924046626,704,25,179
7389,Suceava,Roman,105,1048,Clear,963.2708740817717,632,18,147
7390,Pitesti,Tulcea,432,242,Rain,158.9464553355785,967,32,403
7391,Deva,Baia Mare,313,1102,Rain,890.7682664253538,87,1,357
7392,Botosani,Arad,679,326,Clear,705.5957007532317,966,19,644
7393,Slatina,Targoviste,133,727,Snow,670.7607711903252,308,36,169
7394,Braila,Drobeta-Turnu Severin,561,229,Fog,887.8240102547351,961,14,562
7395,Alba Iulia,Sibiu,68,611,Clear,219.19637091840315,937,10,93
7396,Targoviste,Pitesti,72,939,Rain,607.2748868607052,792,12,111
7397,Focsani,Galati,86,126,Fog,206.04098453247533,982,25,109
7398,Slatina,Bacau,489,222,Clear,23.30139875875603,871,1,464
7399,Iasi,Barlad,118,133,Rain,808.2017754081859,848,29,145
7400,Deva,Timisoara,152,939,Snow,807.6072016428291,187,9,205
7401,Timisoara,Sibiu,268,8,Clear,418.56743685559604,919,30,262
7402,Baia Mare,Iasi,411,1323,Clear,497.21543266767185,426,31,409
7403,Slatina,Alba Iulia,263,1207,Fog,216.2745202194578,504,27,286
7404,Targu Mures,Craiova,348,754,Rain,723.293636444098,530,7,370
7405,Buzau,Vaslui,226,518,Fog,105.1263297510513,872,17,242
7406,Baia Mare,Tulcea,686,121,Snow,677.2501866601694,867,30,658
7407,Pitesti,Hunedoara,283,453,Clear,31.45357563219453,246,27,280
7408,Alba Iulia,Slatina,263,40,Rain,799.1668605048061,795,25,277
7409,Tulcea,Targoviste,406,93,Clear,102.99584162589137,476,25,385
7410,Ramnicu Valcea,Ploiesti,186,355,Rain,14.472552015126205,677,23,190
7411,Constanta,Cluj-Napoca,687,1006,Rain,13.030451540321897,194,27,653
7412,Resita,Ramnicu Valcea,298,822,Fog,43.79786066014235,738,33,298
7413,Vaslui,Focsani,141,17,Rain,100.78097945117526,799,33,139
7414,Buzau,Targu Mures,367,82,Snow,590.448393288073,647,34,368
7415,Cluj-Napoca,Ramnicu Valcea,277,750,Fog,343.8574896319816,185,31,302
7416,Galati,Iasi,220,995,Clear,742.9437495496657,861,13,244
7417,Barlad,Botosani,226,1065,Snow,133.06926816778451,728,13,243
7418,Baia Mare,Bacau,413,372,Clear,416.3230086774223,574,21,405
7419,Craiova,Baia Mare,542,206,Snow,4.854881792951016,498,16,522
7420,Alba Iulia,Ramnicu Valcea,180,332,Snow,70.91572436949123,482,32,191
7421,Satu Mare,Ploiesti,555,430,Rain,810.1980312096791,941,18,543
7422,Suceava,Sibiu,384,469,Clear,657.3739966705381,127,17,397
7423,Craiova,Targu Mures,348,1046,Clear,680.9414142823068,432,10,366
7424,Pitesti,Galati,357,225,Fog,739.112132285542,182,3,394
7425,Cluj-Napoca,Focsani,420,650,Fog,855.4672472912065,372,26,439
7426,Slatina,Ploiesti,189,407,Snow,789.5055005977814,264,31,226
7427,Pitesti,Satu Mare,501,303,Clear,275.57742325159427,461,19,482
7428,Sibiu,Tulcea,580,1009,Fog,283.42623997739145,963,27,560
7429,Slatina,Constanta,406,119,Fog,249.480264286546,331,22,412
7430,Baia Mare,Timisoara,372,483,Fog,183.49348296162694,866,25,371
7431,Resita,Suceava,610,759,Clear,885.5098015715171,885,21,593
7432,Vaslui,Arad,694,655,Rain,611.1591513499278,730,36,662
7433,Targu Mures,Deva,206,880,Rain,585.8261648033618,753,6,233
7434,Iasi,Pitesti,526,528,Snow,6.5291615213639576,721,1,511
7435,Vaslui,Braila,176,1030,Snow,310.47930804280475,491,34,201
7436,Targoviste,Bacau,322,1072,Fog,413.4931285764517,534,8,345
7437,Vaslui,Deva,522,1056,Clear,30.292485630319945,333,11,508
7438,Focsani,Roman,151,407,Fog,417.1037769058839,345,35,181
7439,Oradea,Pitesti,474,999,Snow,782.1629609239228,815,26,478
7440,Oradea,Galati,650,437,Snow,577.7934537560916,418,11,641
7441,Bacau,Ramnicu Valcea,487,243,Fog,778.1776708808828,359,9,507
7442,Alba Iulia,Cluj-Napoca,103,1217,Snow,867.3676213951159,970,7,152
7443,Barlad,Craiova,522,175,Clear,951.9048368096754,373,33,518
7444,Pitesti,Galati,357,1168,Fog,684.5677680225499,912,31,373
7445,Galati,Brasov,267,534,Clear,906.0101424957853,996,30,276
7446,Oradea,Arad,116,710,Fog,760.2409412213146,785,9,167
7447,Cluj-Napoca,Galati,510,1400,Clear,622.0356916619584,369,2,519
7448,Tulcea,Ploiesti,365,691,Rain,783.8648224498934,773,26,371
7449,Oradea,Satu Mare,140,360,Fog,149.0177215824442,99,27,172
7450,Deva,Vaslui,522,955,Clear,997.884680113557,117,31,532
7451,Vaslui,Slatina,523,343,Snow,844.2632367536968,278,3,539
7452,Alba Iulia,Targoviste,300,784,Rain,861.7883122822719,696,5,330
7453,Galati,Oradea,650,41,Snow,860.7838118275362,52,2,658
7454,Cluj-Napoca,Hunedoara,177,716,Clear,236.4954176732448,939,3,187
7455,Tulcea,Ramnicu Valcea,491,597,Rain,945.460684443846,581,13,505
7456,Targu Mures,Focsani,318,760,Fog,253.3380156710051,337,34,332
7457,Botosani,Vaslui,179,1214,Fog,300.09132468848253,62,24,222
7458,Bacau,Alba Iulia,382,386,Clear,130.10131782910884,629,31,360
7459,Sibiu,Alba Iulia,68,1367,Rain,186.93450501149965,913,17,93
7460,Satu Mare,Suceava,352,759,Fog,544.4259874125493,150,36,374
7461,Iasi,Pitesti,526,1380,Fog,539.9317512999386,321,1,549
7462,Timisoara,Alba Iulia,220,626,Snow,256.36547339750103,502,27,238
7463,Slatina,Sibiu,187,808,Rain,701.1474553445623,813,3,221
7464,Targu Mures,Barlad,335,353,Fog,39.56914885553297,233,33,338
7465,Ramnicu Valcea,Slatina,88,112,Fog,47.37824627156728,418,26,115
7466,Satu Mare,Resita,411,641,Snow,301.5018558398219,215,38,405
7467,Ramnicu Valcea,Vaslui,521,53,Rain,389.4716025789714,231,12,512
7468,Targoviste,Oradea,540,819,Fog,224.49194351127534,834,14,532
7469,Deva,Alba Iulia,79,1437,Rain,758.9214730726266,892,20,128
7470,Buzau,Arad,635,943,Fog,686.2755854965412,561,17,638
7471,Timisoara,Roman,579,1364,Snow,306.57407102022796,86,5,585
7472,Pitesti,Craiova,126,389,Snow,612.1878399178693,34,7,178
7473,Buzau,Tulcea,212,1168,Clear,93.5145697363654,71,23,231
7474,Buzau,Craiova,353,408,Fog,352.1410767330182,434,17,369
7475,Arad,Satu Mare,255,623,Snow,824.6088766468596,23,10,305
7476,Craiova,Focsani,438,460,Clear,799.9925441538581,105,12,453
7477,Botosani,Ramnicu Valcea,645,692,Snow,875.1939804459533,212,13,649
7478,Botosani,Brasov,349,134,Snow,831.015097307658,76,15,382
7479,Baia Mare,Cluj-Napoca,142,122,Clear,741.7025817299904,517,37,159
7480,Braila,Resita,723,1188,Fog,960.828963865515,843,35,706
7481,Sibiu,Botosani,410,865,Snow,931.169126880348,807,18,428
7482,Braila,Brasov,297,1178,Clear,743.4056020929486,838,39,297
7483,Slatina,Craiova,53,140,Fog,150.58947759936126,151,8,100
7484,Sibiu,Iasi,415,1166,Rain,742.7530000811629,169,15,440
7485,Botosani,Brasov,349,209,Clear,231.03860989116754,862,1,344
7486,Alba Iulia,Roman,365,1429,Rain,719.30156322194,641,20,382
7487,Drobeta-Turnu Severin,Pitesti,234,1398,Fog,704.8155392360525,190,38,272
7488,Barlad,Alba Iulia,455,197,Rain,592.9909357670638,562,27,451
7489,Targu Mures,Iasi,316,224,Clear,269.57783997028116,970,10,307
7490,Sibiu,Bucuresti,268,928,Rain,233.2204151890166,644,14,277
7491,Targoviste,Oradea,540,590,Snow,656.3347255153845,360,18,544
7492,Satu Mare,Vaslui,513,1352,Rain,543.4219250432042,962,28,498
7493,Baia Mare,Focsani,495,1360,Rain,200.4570725450575,465,1,497
7494,Constanta,Vaslui,361,683,Fog,862.7417347745607,498,26,383
7495,Brasov,Roman,233,205,Clear,784.9358475847263,542,18,256
7496,Bucuresti,Cluj-Napoca,442,386,Snow,987.3500747199834,273,6,472
7497,Ploiesti,Baia Mare,478,402,Rain,28.159744373724592,742,35,449
7498,Vaslui,Iasi,66,745,Rain,761.8600775224093,568,37,98
7499,Satu Mare,Botosani,395,26,Clear,282.9571425193931,495,23,382
7500,Focsani,Ploiesti,176,569,Rain,998.9901508547963,392,34,211
7501,Deva,Pitesti,283,833,Fog,779.5758979058993,827,1,322
7502,Ploiesti,Oradea,530,1228,Rain,316.2059119033678,577,39,507
7503,Hunedoara,Targu Mures,206,53,Clear,988.1573039615174,766,4,235
7504,Alba Iulia,Botosani,432,671,Clear,103.156014127038,882,23,407
7505,Satu Mare,Braila,679,732,Rain,594.8379360766638,462,12,666
7506,Buzau,Targoviste,130,577,Snow,128.10352953753167,490,31,151
7507,Bacau,Ploiesti,283,681,Snow,925.6568286589509,482,1,329
7508,Ploiesti,Timisoara,519,1148,Fog,683.3995273096043,995,29,520
7509,Iasi,Pitesti,526,995,Fog,87.72672887520095,22,10,532
7510,Resita,Constanta,731,787,Rain,104.28953363503068,81,1,710
7511,Brasov,Timisoara,413,156,Fog,383.5055903467515,885,35,404
7512,Craiova,Satu Mare,575,1394,Fog,41.007253639760656,200,7,574
7513,Buzau,Sibiu,332,1413,Fog,771.56360977435,618,32,356
7514,Ramnicu Valcea,Tulcea,491,391,Fog,810.7382751762035,516,17,505
7515,Suceava,Botosani,42,1337,Fog,132.65301620798974,222,13,94
7516,Bacau,Galati,187,370,Snow,390.69584481496645,461,32,208
7517,Ramnicu Valcea,Barlad,465,291,Snow,709.0016368790413,366,40,462
7518,Bucuresti,Braila,220,439,Snow,200.35921554373547,535,19,233
7519,Targu Mures,Suceava,279,964,Fog,555.4721859474198,595,5,315
7520,Satu Mare,Suceava,352,189,Rain,200.08789491472945,77,16,359
7521,Oradea,Roman,488,1070,Snow,337.8587652544207,504,7,494
7522,Deva,Drobeta-Turnu Severin,261,1061,Snow,57.1807394759567,483,17,280
7523,Sibiu,Hunedoara,121,1343,Fog,212.2535884600354,938,36,141
7524,Bucuresti,Ramnicu Valcea,177,154,Rain,136.15819786202843,365,22,193
7525,Sibiu,Baia Mare,306,1106,Snow,759.9610698334283,978,7,331
7526,Oradea,Sibiu,319,1309,Clear,794.6809971115929,939,1,343
7527,Targoviste,Timisoara,489,821,Clear,718.2346514399231,466,25,486
7528,Targu Mures,Satu Mare,281,236,Rain,172.92854136274914,661,10,287
7529,Constanta,Botosani,550,569,Rain,752.7048447037024,278,36,543
7530,Brasov,Targu Mures,170,955,Rain,821.2167114149981,220,33,210
7531,Arad,Buzau,635,517,Rain,880.5418566547471,841,10,627
7532,Craiova,Focsani,438,1081,Rain,504.5057393937734,101,19,452
7533,Buzau,Bucuresti,119,531,Rain,575.7895003360281,863,16,149
7534,Baia Mare,Slatina,500,418,Rain,427.57342300983817,711,21,483
7535,Targoviste,Pitesti,72,1186,Rain,106.33266386725171,716,35,90
7536,Hunedoara,Vaslui,521,1181,Snow,37.44951992963508,139,29,511
7537,Iasi,Roman,87,568,Clear,139.62548206126556,732,24,97
7538,Deva,Focsani,447,771,Fog,669.0553067021045,705,18,462
7539,Cluj-Napoca,Braila,514,1339,Snow,176.76510501610798,936,2,508
7540,Galati,Braila,20,951,Snow,383.59759453058774,555,9,72
7541,Alba Iulia,Botosani,432,740,Snow,627.4663008864433,947,40,421
7542,Botosani,Pitesti,588,386,Fog,593.2663495588547,863,28,571
7543,Buzau,Galati,124,284,Snow,73.93641987127108,881,7,145
7544,Barlad,Targu Mures,335,330,Fog,98.69569591799376,902,40,322
7545,Resita,Cluj-Napoca,324,1252,Rain,982.6408069818602,854,8,354
7546,Braila,Hunedoara,563,249,Rain,404.12835943277315,240,28,542
7547,Roman,Ramnicu Valcea,531,983,Clear,766.2740810921481,554,31,517
7548,Brasov,Roman,233,812,Rain,203.23537238888522,405,6,257
7549,Targu Mures,Tulcea,510,861,Clear,377.88810145221487,884,3,498
7550,Sibiu,Deva,122,994,Clear,794.5084970681296,731,5,164
7551,Resita,Iasi,665,1274,Fog,940.2417508450777,48,10,682
7552,Ploiesti,Tulcea,365,796,Rain,167.43618762721135,500,16,370
7553,Vaslui,Braila,176,387,Fog,63.10214880265619,921,19,189
7554,Resita,Craiova,272,1194,Fog,919.928901382713,98,39,314
7555,Craiova,Iasi,642,1144,Fog,698.5988129588472,52,14,653
7556,Arad,Hunedoara,201,1261,Fog,453.1828270055473,903,20,232
7557,Galati,Constanta,195,284,Snow,378.92279432548713,249,31,218
7558,Vaslui,Barlad,53,1059,Rain,823.0532933826273,262,6,117
7559,Vaslui,Cluj-Napoca,427,1413,Snow,151.09275061550886,341,21,429
7560,Roman,Targoviste,368,1114,Fog,381.347135641492,998,10,381
7561,Timisoara,Suceava,603,885,Fog,678.3034946019263,696,36,593
7562,Cluj-Napoca,Bacau,362,814,Snow,507.8295648707587,146,20,384
7563,Bacau,Slatina,489,1258,Clear,251.6750323713699,917,25,466
7564,Drobeta-Turnu Severin,Ramnicu Valcea,197,245,Rain,920.4914484492863,531,13,233
7565,Focsani,Targu Mures,318,883,Snow,750.9630185111305,101,4,358
7566,Tulcea,Bucuresti,298,108,Clear,560.3843577362418,817,21,296
7567,Botosani,Buzau,351,1039,Fog,218.15117369489246,392,30,365
7568,Slatina,Drobeta-Turnu Severin,162,744,Rain,162.52460590644324,315,26,180
7569,Hunedoara,Targu Mures,206,391,Snow,350.53312691831763,994,20,218
7570,Braila,Oradea,657,1315,Rain,345.65938104444416,472,1,646
7571,Cluj-Napoca,Baia Mare,142,827,Snow,264.0611971671418,753,4,181
7572,Ploiesti,Suceava,431,1266,Fog,245.52475804586382,775,3,441
7573,Brasov,Bacau,178,1415,Rain,239.87869015815232,626,23,200
7574,Oradea,Barlad,581,618,Fog,230.9868794877874,523,1,579
7575,Botosani,Constanta,550,1410,Snow,313.57450656810926,695,24,535
7576,Alba Iulia,Targoviste,300,601,Snow,675.3533594846825,455,24,326
7577,Ramnicu Valcea,Ploiesti,186,1268,Clear,684.3505178477957,331,31,214
7578,Barlad,Ploiesti,260,1285,Clear,527.6954840208451,863,5,279
7579,Galati,Targoviste,253,1083,Clear,691.6507984145071,245,8,288
7580,Hunedoara,Barlad,508,1179,Clear,559.3611560179555,455,20,503
7581,Resita,Hunedoara,136,324,Rain,964.2312660292748,728,7,180
7582,Roman,Hunedoara,439,1002,Rain,758.7316117528284,735,38,435
7583,Alba Iulia,Focsani,398,668,Rain,317.74404979700387,726,22,391
7584,Suceava,Cluj-Napoca,300,322,Rain,540.4401740772993,27,28,318
7585,Suceava,Focsani,254,561,Fog,337.4814382727511,502,13,284
7586,Pitesti,Bacau,429,591,Rain,210.4084731765189,730,24,416
7587,Deva,Targu Mures,206,711,Fog,553.3642424564606,891,34,227
7588,Oradea,Bacau,505,1044,Snow,500.49905798262785,805,9,505
7589,Cluj-Napoca,Roman,345,138,Clear,744.6792690665576,731,23,346
7590,Deva,Arad,185,671,Snow,173.4059621365136,281,33,204
7591,Brasov,Bucuresti,183,517,Snow,923.2629821434871,188,27,230
7592,Deva,Roman,440,833,Clear,679.3132194506502,149,25,442
7593,Roman,Ploiesti,326,16,Snow,938.2385591581368,165,16,359
7594,Alba Iulia,Cluj-Napoca,103,842,Snow,555.0756115813357,514,26,142
7595,Targu Mures,Timisoara,346,156,Clear,284.8760633774603,674,31,331
7596,Galati,Oradea,650,426,Rain,433.30909816292393,68,4,639
7597,Braila,Roman,240,1330,Clear,849.3426656404412,360,33,267
7598,Timisoara,Arad,60,706,Clear,229.6792036352071,785,35,71
7599,Vaslui,Braila,176,96,Rain,689.2356594069627,955,6,203
7600,Hunedoara,Targoviste,349,465,Snow,19.84473177316337,344,14,355
7601,Bacau,Ramnicu Valcea,487,1388,Snow,699.859645070736,487,39,485
7602,Targu Mures,Craiova,348,291,Snow,304.87268668079594,541,31,346
7603,Braila,Targu Mures,407,760,Rain,82.43999930495505,397,32,395
7604,Brasov,Ploiesti,110,926,Rain,7.049131707810519,441,20,134
7605,Iasi,Suceava,145,508,Snow,42.78414367117767,458,3,174
7606,Braila,Ploiesti,194,1153,Snow,217.72302868936387,204,2,236
7607,Cluj-Napoca,Braila,514,1133,Fog,846.1023553920768,577,26,527
7608,Targu Mures,Constanta,571,1235,Snow,466.4276897075157,763,10,566
7609,Cluj-Napoca,Deva,177,1216,Rain,979.7337450229953,257,28,222
7610,Arad,Vaslui,694,948,Snow,735.7293646949304,538,22,680
7611,Drobeta-Turnu Severin,Timisoara,229,1062,Snow,642.1531910796945,900,6,264
7612,Cluj-Napoca,Botosani,343,1169,Fog,208.7789175712389,430,23,358
7613,Drobeta-Turnu Severin,Brasov,374,1256,Fog,82.56080928096799,857,6,382
7614,Slatina,Tulcea,494,1253,Rain,401.5267606246282,539,12,490
7615,Braila,Satu Mare,679,316,Snow,425.47461271402665,890,18,649
7616,Timisoara,Roman,579,107,Rain,897.3758699767981,973,36,559
7617,Deva,Ploiesti,379,554,Rain,286.5892950694176,333,34,372
7618,Pitesti,Focsani,322,1147,Rain,473.43593719855636,462,14,342
7619,Ploiesti,Buzau,91,225,Clear,162.4768623372489,117,6,119
7620,Suceava,Constanta,539,743,Clear,812.84439523248,671,24,527
7621,Bucuresti,Bacau,311,237,Rain,750.6435523381563,912,1,328
7622,Braila,Suceava,345,1394,Rain,799.5814801482753,768,31,359
7623,Deva,Galati,532,1186,Fog,414.2295069509968,829,20,528
7624,Vaslui,Bucuresti,344,871,Fog,255.290199386479,192,34,355
7625,Resita,Drobeta-Turnu Severin,159,500,Rain,363.5493466692253,18,37,187
7626,Pitesti,Ramnicu Valcea,61,1096,Rain,981.3022128937089,739,36,103
7627,Alba Iulia,Buzau,411,1404,Fog,114.03672608248417,481,17,415
7628,Deva,Bucuresti,396,105,Snow,937.7424777435998,453,25,412
7629,Tulcea,Resita,801,551,Snow,156.3532498231991,686,33,748
7630,Suceava,Targoviste,470,871,Clear,199.24804953986762,246,18,465
7631,Drobeta-Turnu Severin,Iasi,751,197,Snow,302.3884926692679,7,38,719
7632,Slatina,Tulcea,494,487,Rain,72.53809405864587,725,36,463
7633,Targoviste,Roman,368,1231,Rain,173.184227612036,680,13,371
7634,Craiova,Botosani,704,172,Fog,162.25400297421632,848,21,667
7635,Drobeta-Turnu Severin,Oradea,375,58,Clear,709.8549284704484,731,20,376
7636,Pitesti,Timisoara,423,621,Snow,945.9522003843757,204,25,445
7637,Botosani,Targoviste,480,1435,Clear,562.3531207371906,741,31,471
7638,Suceava,Sibiu,384,986,Rain,938.3366495441638,39,24,411
7639,Arad,Constanta,797,1370,Clear,954.7438355713674,763,19,770
7640,Sibiu,Drobeta-Turnu Severin,319,324,Fog,763.7455073846534,635,16,350
7641,Barlad,Iasi,118,456,Fog,18.58845747230431,539,33,135
7642,Hunedoara,Tulcea,692,744,Snow,888.4583352484799,337,31,682
7643,Constanta,Roman,434,33,Snow,341.08821776339124,24,2,446
7644,Braila,Tulcea,104,1226,Snow,492.96766246425625,678,14,144
7645,Slatina,Roman,533,288,Snow,919.3139229206865,663,24,533
7646,Hunedoara,Baia Mare,312,458,Clear,667.4375369706978,907,39,308
7647,Braila,Ramnicu Valcea,395,591,Rain,388.8401063736743,112,25,404
7648,Satu Mare,Craiova,575,1387,Clear,672.6586430356574,136,19,577
7649,Craiova,Vaslui,578,38,Rain,625.1175033017504,762,8,566
7650,Arad,Slatina,426,622,Snow,303.3042727228409,740,35,415
7651,Buzau,Alba Iulia,411,485,Snow,964.794376324436,86,19,440
7652,Oradea,Suceava,454,1171,Rain,150.16341674682175,775,28,437
7653,Bacau,Constanta,391,1374,Fog,356.39607701029365,759,3,410
7654,Satu Mare,Iasi,470,821,Clear,564.1297526612724,584,12,466
7655,Vaslui,Barlad,53,1176,Rain,537.5615124750146,962,37,78
7656,Ramnicu Valcea,Hunedoara,229,524,Clear,864.2753118821746,567,11,256
7657,Oradea,Drobeta-Turnu Severin,375,642,Fog,119.22899634692108,997,34,365
7658,Roman,Deva,440,198,Snow,51.69694080579157,25,21,439
7659,Brasov,Resita,420,1107,Snow,854.7016717490976,233,17,447
7660,Drobeta-Turnu Severin,Targu Mures,403,970,Fog,976.3072893195401,799,5,436
7661,Roman,Botosani,115,1038,Snow,871.7669088340364,820,27,155
7662,Tulcea,Sibiu,580,420,Snow,158.05327955658655,913,24,550
7663,Deva,Timisoara,152,456,Clear,832.8805687833872,434,6,195
7664,Cluj-Napoca,Brasov,272,734,Clear,666.2349112830195,890,36,276
7665,Pitesti,Suceava,577,478,Snow,544.9455734882558,156,32,571
7666,Vaslui,Ramnicu Valcea,521,909,Rain,43.345217661317825,243,26,502
7667,Cluj-Napoca,Alba Iulia,103,272,Snow,168.4090226887166,974,39,112
7668,Ploiesti,Targoviste,47,1350,Rain,853.6195915148219,891,40,80
7669,Oradea,Braila,657,295,Clear,974.556980809838,50,40,638
7670,Suceava,Buzau,341,668,Snow,173.30880098197832,446,13,350
7671,Targoviste,Bacau,322,748,Fog,622.8904913137259,636,22,344
7672,Baia Mare,Arad,318,200,Snow,278.7125224410341,882,18,315
7673,Alba Iulia,Drobeta-Turnu Severin,276,776,Rain,840.4084259696125,818,40,283
7674,Ploiesti,Constanta,291,217,Snow,173.89182458648355,161,11,307
7675,Timisoara,Ploiesti,519,864,Fog,0.22294615536166962,391,21,508
7676,Targu Mures,Ramnicu Valcea,220,913,Snow,257.10190190087366,957,35,224
7677,Targu Mures,Braila,407,776,Snow,271.20273088797353,390,15,413
7678,Satu Mare,Targoviste,567,368,Clear,738.3045016109381,319,40,547
7679,Deva,Bucuresti,396,831,Fog,446.5324161425351,226,5,425
7680,Arad,Braila,738,709,Fog,698.9820488871751,681,33,715
7681,Timisoara,Satu Mare,309,671,Fog,942.9886742593117,921,37,330
7682,Buzau,Timisoara,602,1100,Clear,444.2403261247909,724,24,580
7683,Bucuresti,Galati,241,772,Fog,264.88995928987936,235,14,275
